,catid,type
2762,9239900141,3.0
2763,9239900142,3.0
2764,9239900145,1.0
2765,9239900146,3.0
2766,9239900147,0.0
2767,9239900150,1.0
2768,9239900152,0.5
2769,9239900155,3.0
2770,9239900161,1.5
2771,9239900167,1.0
2772,9239900169,1.5
2773,9239900175,1.0
2774,9239900178,1.5
2775,9239900180,3.0
2776,9239900182,2.0
2777,9239900185,1.5
2778,9239900196,0.0
2779,9239900202,0.0
2780,9239900205,0.0
2781,9239900208,2.5
2782,9239900211,1.0
2783,9239900212,2.0
2784,9239900222,3.0
2785,9239900236,1.5
2786,9239900237,2.5
2787,9239900242,0.0
2788,9239900246,2.0
2789,9239900248,1.5
2790,9239900256,0.0
2791,9239900268,2.0
2792,9239900272,3.0
2793,9239900277,0.0
2794,9239900289,1.5
2795,9239900293,1.5
2796,9239900300,1.0
2797,9239900315,1.5
2798,9239900327,3.0
2799,9239900337,2.0
2800,9239900342,-9.0
2801,9239900345,0.5
2802,9239900346,-9.0
2803,9239900354,1.0
2804,9239900357,3.0
2805,9239900362,1.0
2806,9239900366,3.0
2807,9239900370,2.5
2808,9239900385,1.5
2809,9239900386,1.5
2810,9239900390,1.0
2811,9239900395,2.0
2812,9239900398,1.0
2813,9239900403,0.5
2814,9239900408,2.0
2815,9239900416,3.0
2816,9239900446,2.0
2817,9239900457,1.0
2818,9239900465,2.0
2819,9239900478,1.5
2820,9239900492,0.0
2821,9239900501,1.5
2822,9239900536,3.0
2823,9239900540,0.0
2824,9239900555,0.5
2825,9239900565,3.0
2826,9239900567,0.5
2827,9239900579,-9.0
2828,9239900588,1.0
2829,9239900615,3.0
2830,9239900630,2.5
2831,9239900641,1.5
2832,9239900643,2.5
2833,9239900645,0.0
2834,9239900659,2.5
2835,9239900663,2.0
2836,9239900778,3.0
2837,9239900803,2.5
2838,9239900821,1.5
2839,9239900827,2.5
2840,9239900852,2.5
2841,9239900947,3.0
2842,9239900970,0.0
2843,9239901001,0.0
2844,9239901020,0.5
2845,9239901025,1.5
2846,9239901098,2.5
2847,9239901116,1.5
2848,9239901179,0.0
2849,9239901253,0.5
2850,9239901328,2.0
2851,9239901360,2.0
2852,9239901557,2.0
2853,9388000001,0.0
2854,9388000002,1.0
2855,9388000003,0.5
2856,9388000004,2.0
2857,9388000005,1.5
2858,9388000006,2.0
2859,9388000007,0.0
2860,9388000022,0.5
2861,9388000027,0.0
2862,9388000032,1.5
2863,9388000033,1.0
2864,9388000035,0.0
2865,9388000041,1.5
2866,9388000043,0.5
2867,9388000044,0.5
2868,9388000046,1.5
2869,9388000048,1.0
2870,9388000051,0.0
2871,9388000053,2.5
2872,9388000055,0.0
2873,9388000056,1.0
2874,9388000058,1.0
2875,9388000062,1.0
2876,9388000063,2.0
2877,9388000065,1.0
2878,9388000067,1.0
2879,9388000068,0.0
2880,9388000073,1.0
2881,9388000074,1.5
2882,9388000080,-9.0
2883,9388000084,0.5
2884,9388000088,3.0
2885,9388000099,1.5
2886,9388000101,1.5
2887,9388000105,1.5
2888,9388000113,3.0
2889,9388000120,0.0
2890,9388000122,0.0
2891,9388000124,1.0
2892,9388000130,1.5
2893,9388000132,2.0
2894,9388000135,0.0
2895,9388000137,0.5
2896,9388000139,2.5
2897,9388000142,1.5
2898,9388000146,1.0
2899,9388000156,0.5
2900,9388000160,1.5
2901,9388000190,2.0
2902,9388000195,0.5
2903,9388000197,1.5
2904,9388000200,0.0
2905,9388000219,2.5
2906,9388000248,1.0
2907,9388000253,1.0
2908,9388000256,0.5
2909,9388000266,0.0
2910,9388000269,1.5
2911,9388000278,1.5
2912,9388000296,1.0
2913,9388000297,3.0
2914,9388000303,1.5
2915,9388000338,2.0
2916,9388000343,2.5
2917,9388000360,2.0
2918,9388000364,3.0
2919,9388000373,-9.0
2920,9388000380,1.0
2921,9388000391,2.0
2922,9388000397,2.0
2923,9388000400,1.5
2924,9388000416,0.0
2925,9388000437,1.5
2926,9388000471,1.0
2927,9388000487,1.5
2928,9388000489,0.0
2929,9388000496,1.5
2930,9388000547,1.5
2931,9388000566,1.5
2932,9388000571,3.0
2933,9388000597,0.0
2934,9388000614,5.0
2935,9388000716,3.0
2936,9388000773,0.0
2937,9388000785,1.0
2938,9388000807,1.0
2939,9388000825,1.0
2940,9388000827,1.0
2941,9388000914,2.0
2942,9388000921,1.0
2943,9388000949,0.0
2944,9388000993,1.0
2945,9388001005,2.0
2946,9388001017,1.5
2947,9388001101,2.5
2948,9388001133,0.0
2949,9403800001,0.0
2950,9403800002,0.0
2951,9403800003,1.0
2952,9403800004,0.0
2953,9403800005,0.0
2954,9403800007,1.0
2955,9403800008,1.0
2956,9403800013,0.5
2957,9403800016,1.0
2958,9403800017,0.5
2959,9403800021,1.5
2960,9403800022,-9.0
2961,9403800023,0.5
2962,9403800025,0.5
2963,9403800026,0.0
2964,9403800028,5.0
2965,9403800029,0.5
2966,9403800032,1.0
2967,9403800035,0.0
2968,9403800044,3.0
2969,9403800045,1.0
2970,9403800047,0.0
2971,9403800057,0.0
2972,9403800064,0.5
2973,9403800073,0.5
2974,9403800077,0.0
2975,9403800083,2.0
2976,9403800086,0.0
2977,9403800094,-9.0
2978,9403800099,-9.0
2979,9403800101,1.0
2980,9403800111,-9.0
2981,9403800114,1.5
2982,9403800116,-9.0
2983,9403800117,0.0
2984,9403800119,0.0
2985,9403800120,1.0
2986,9403800121,0.5
2987,9403800123,0.0
2988,9403800131,0.5
2989,9403800135,-9.0
2990,9403800140,1.5
2991,9403800148,1.5
2992,9403800149,0.5
2993,9403800156,1.0
2994,9403800159,0.5
2995,9403800161,2.0
2996,9403800165,0.5
2997,9403800167,0.5
2998,9403800168,0.0
2999,9403800169,1.5
3000,9403800184,0.0
3001,9403800187,0.5
3002,9403800215,0.5
3003,9403800231,1.5
3004,9403800245,1.5
3005,9403800248,-9.0
3006,9403800250,0.5
3007,9403800256,1.5
3008,9403800272,2.0
3009,9403800283,2.5
3010,9403800295,1.0
3011,9403800301,0.5
3012,9403800315,-9.0
3013,9403800318,3.0
3014,9403800319,-9.0
3015,9403800347,0.5
3016,9403800349,1.5
3017,9403800352,3.0
3018,9403800359,0.5
3019,9403800371,1.0
3020,9403800381,1.0
3021,9403800390,1.0
3022,9403800397,2.0
3023,9403800404,2.0
3024,9403800462,0.5
3025,9403800466,1.0
3026,9403800473,1.0
3027,9403800490,2.5
3028,9403800507,0.0
3029,9403800520,0.0
3030,9403800521,1.5
3031,9403800551,2.5
3032,9403800559,1.5
3033,9403800560,1.5
3034,9403800581,-9.0
3035,9403800586,2.0
3036,9403800619,2.0
3037,9403800636,1.0
3038,9403800637,1.5
3039,9403800639,2.5
3040,9403800690,2.5
3041,9403800694,1.5
3042,9403800745,-9.0
3043,9403800746,0.5
3044,9403800757,1.0
3045,9403800763,1.0
3046,9403800798,0.0
3047,9403800813,1.0
3048,9403800814,2.0
3049,9403800833,0.0
3050,9403800881,2.5
3051,9403800911,0.0
3052,9403800929,1.5
3053,9403800958,2.5
3054,9403800968,2.0
3055,9403800992,3.0
3056,9403801002,0.0
3057,9403801010,1.0
3058,9403801061,1.5
3059,9403801062,0.0
3060,9403801088,2.5
3061,9403801173,2.0
3062,9403801183,1.5
3063,9403801268,1.5
3064,9403801272,2.5
3065,9403801281,1.5
3066,9403801368,0.0
3067,9403801579,0.0
