,catid,ra_obj,dec_obj,r_petro,r_auto,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,g_i,mstar,r_on_rtwo,v_on_sigma,is_mem,surv_sami,bad_class
648,9239900180,329.572596036436,-7.89175911736416,17.443083,17.456102,0.06124736,-19.652538,2.9272928,21.435902,22.718702,24.31152,0.26711202,177.68619,0.8133488,9.679419,0.5354472,1.3476225,1,3,0
649,9239900182,329.210172990656,-7.68647397809488,15.915459,15.9318695,0.05535007,-21.188406,4.614876,20.067453,21.13021,22.773457,0.6779868,153.19511,1.1752452,10.597587,0.47307214,-1.074011,1,7,0
650,9239900185,329.318323278378,-7.9923551881004,17.104002,16.798742,0.0569835,-20.32533,3.3552365,20.989305,22.30998,23.896366,0.39743352,228.95555,1.4723511,10.534463,0.49584234,-0.40191483,1,7,1
651,9239900196,329.572215467198,-7.67438246222582,17.05238,17.06452,0.058814254,-20.055908,1.9791816,20.312262,21.362867,23.009726,0.229792,253.22672,1.1770802,10.159445,0.5642646,0.3501404,1,7,0
652,9239900202,329.60606175712,-7.73343082042665,17.005974,16.971643,0.057435162,-20.150972,3.562646,21.423666,22.829838,24.403505,0.12464093,213.6798,1.1745129,10.167504,0.58254325,-0.21625577,1,7,0
653,9239900205,329.329950094183,-8.01277282941719,15.258443,15.289593,0.05424414,-21.831692,9.597281,21.76782,23.280851,24.84154,0.116503194,144.56192,1.2363262,10.894853,0.53784823,-1.5296482,1,7,0
654,9239900208,329.464867463941,-7.57880265309726,17.575657,17.570646,0.060036227,-19.55645,3.127889,20.53539,21.251638,23.059706,0.7733541,183.8189,1.3206462,10.0424,0.57241076,0.85139084,1,7,0
655,9239900211,329.363741647291,-7.56604528174281,15.718528,15.723778,0.059067633,-21.401505,4.658944,20.120596,21.51272,23.088322,0.5405512,160.93388,1.2548227,10.733545,0.558905,0.45412362,1,7,0
656,9239900212,329.618872820614,-7.83071415211974,16.874996,15.528866,0.060004614,-21.594889,6.0523458,21.193373,22.116005,23.808302,0.21659437,241.49898,1.2397156,10.8189535,0.59940445,0.83843064,1,7,1
657,9239900222,329.345882602571,-8.02868787299655,16.79361,16.815279,0.052733436,-20.294353,2.8923082,20.987646,21.73424,23.520647,0.16606236,238.33684,0.915329,10.044157,0.5702889,-2.1528165,1,8,0
658,9239900236,329.533289895817,-7.99754594410749,16.74176,16.7433,0.058950827,-20.380003,3.5672603,20.905878,21.628986,23.43198,0.46686712,130.45134,1.201992,10.290834,0.62512994,0.40619102,1,7,0
659,9239900237,329.177119891963,-7.66211186550006,16.206966,16.225445,0.055470757,-20.887148,2.917649,20.358007,21.162722,22.912764,0.24111864,261.09344,0.9411211,10.2876625,0.5722771,-1.0243168,1,8,0
660,9239900242,329.596589794402,-7.6521714625835,16.566511,16.57368,0.05660791,-20.549429,2.2469156,20.101501,21.552046,23.11997,0.095453694,238.54588,1.2380371,10.382079,0.64277196,-0.5563649,1,7,0
661,9239900246,329.139681923926,-7.73439660479218,16.526686,16.477215,0.06038169,-20.647284,4.1981792,20.833097,21.789694,23.468464,0.51323766,140.91333,1.199089,10.389662,0.5807617,0.992993,1,7,0
662,9239900248,329.143551422381,-7.87154884891543,16.2488,16.24073,0.06311853,-20.886139,3.8444004,19.40053,20.568483,22.18445,0.80773926,213.63812,1.2084436,10.485644,0.5819071,2.1131692,1,7,0
663,9239900256,329.155395169942,-7.67864596002464,14.8202715,14.743901,0.05535849,-22.37485,5.8124986,20.431366,21.696413,23.292433,0.07718783,143.10909,1.1163769,11.023584,0.59586376,-1.0705426,1,8,0
664,9239900268,329.369347148653,-7.53208607835131,15.839265,15.823875,0.05762612,-21.299255,3.9501305,20.48563,21.90413,23.47615,0.18224226,153.6522,1.1955881,10.644997,0.64113176,-0.13778466,1,7,0
665,9239900272,329.12379289992,-7.7671284172881,17.654806,17.388147,0.05616115,-19.720499,3.8243775,21.062565,21.761112,23.582788,0.68171036,256.6348,0.8608971,9.763312,0.60357916,-0.7401518,1,3,0
666,9239900277,329.120649567811,-7.75449432937433,15.524825,15.520625,0.056219228,-21.599115,4.069179,20.515501,21.654135,23.277044,0.0030272796,233.60881,1.1316442,10.723983,0.61536294,-0.7162557,1,8,0
667,9239900289,329.661892556942,-7.84505525173515,15.290875,15.291525,0.0585979,-21.833172,7.156829,19.819513,20.753317,22.441034,0.81818163,138.98923,1.2326107,10.885976,0.70722556,0.26133224,1,7,0
668,9239900293,329.207867625604,-7.58443299431009,17.58936,17.60371,0.0563113,-19.519688,2.3069868,19.74034,20.624567,22.333681,0.80149436,259.2745,1.3155937,10.043561,0.64933085,-0.67837566,1,7,0
669,9239900300,329.14828866805,-7.9380675641116,15.701923,15.688124,0.05863254,-21.43748,4.139066,19.971516,21.08957,22.71764,0.51373905,227.54324,1.2975063,10.780939,0.6418408,0.275553,1,7,0
670,9239900315,329.126495183752,-7.67199047751898,16.73019,16.72263,0.05510813,-20.386097,1.457665,18.97681,20.393028,21.96535,0.39838797,150.10957,0.878685,10.048798,0.6650566,-1.1736479,1,8,0
671,9239900327,329.094218738066,-7.80496363238254,17.237114,16.929394,0.06119595,-20.175308,3.2032518,20.924269,21.922127,23.585968,0.49790144,243.44188,0.8357563,9.941136,0.67117834,1.3265705,1,3,0
672,9239900337,329.161662920509,-7.59213335951496,17.423056,17.300245,0.055984363,-19.822596,3.3229804,20.40302,21.23572,22.970314,0.7673341,183.31905,1.2955303,10.150816,0.7096251,-0.81289965,1,7,0
673,9239900342,329.180758120168,-8.0188928499145,16.9539,16.922209,0.059890687,-20.203428,4.687433,21.794676,22.674955,24.385897,0.3823948,153.00531,1.2009258,10.197847,0.71291655,0.7917213,1,7,0
674,9239900345,329.466406326752,-7.49581308756439,16.746239,16.732199,0.05597259,-20.39028,1.495454,19.362335,20.776169,22.348806,0.20167936,182.58675,1.2018929,10.281953,0.7635304,-0.81774426,1,7,0
675,9239900346,329.688707729247,-7.87915664484044,17.549519,17.4663,0.055293713,-19.642666,2.4970806,20.993105,22.274446,23.867521,0.24259442,117.2864,0.8200493,9.684829,0.7881261,-1.0972179,1,3,0
676,9239900354,329.075637234865,-7.82395442824571,16.568151,16.561852,0.059637625,-20.56309,4.151529,21.01793,22.647812,24.19723,0.32371438,115.92226,1.2227974,10.372797,0.71884847,0.6879489,1,7,0
677,9239900357,329.091674507308,-7.90804797574193,16.986671,16.907352,0.056212336,-20.199844,4.4524794,21.538216,22.116903,24.055096,0.4640958,246.46532,0.7885818,9.886854,0.72992086,-0.7190913,1,3,0
678,9239900362,329.179720143518,-7.54997587603069,15.338451,15.260322,0.056284327,-21.862549,6.8145256,20.836832,22.451967,24.002665,0.2951045,220.19223,1.2253847,10.893538,0.75713485,-0.68947184,1,7,0
679,9239900366,329.40773601338,-7.47260258627776,16.501429,16.44987,0.059346527,-20.658293,5.869918,21.900467,22.730717,24.466614,0.301588,250.84521,0.8149128,10.088965,0.7902918,0.5685488,1,8,0
680,9239900370,329.396864881538,-7.46726950831121,17.365993,17.282864,0.05683284,-19.836378,3.3889632,21.38,22.14684,23.919867,0.52447945,266.4,1.1177311,10.010496,0.8008508,-0.46386322,1,7,0
681,9239900385,329.113170954451,-7.98274018090326,16.53355,16.53503,0.05772189,-20.5886,3.799979,20.653242,21.513706,23.234125,0.525107,140.49727,1.2313309,10.3940935,0.7730181,-0.09843502,1,7,0
682,9239900386,329.079215871694,-7.92100848692082,16.039326,16.037365,0.056371953,-21.086168,2.3598976,19.263893,20.600039,22.183949,0.42251718,270.46066,1.2978611,10.64753,0.769753,-0.6534224,1,7,0
683,9239900390,329.390540555286,-7.45815352681466,14.954308,14.916637,0.057868656,-22.207993,5.372238,19.597164,20.843704,22.4432,0.58432096,165.65462,1.2839336,11.083967,0.82202125,-0.038139395,1,7,0
684,9239900395,329.190752414502,-7.51962156314747,17.294777,17.259148,0.05638018,-19.861822,1.435824,19.817854,21.032099,22.638012,0.1837561,250.06114,1.1465588,10.033504,0.80182654,-0.6500386,1,7,0
685,9239900398,329.632360514334,-8.0371943780372,16.819519,16.811329,0.057292,-20.311419,1.7414192,19.140196,20.51656,22.0944,0.54470396,259.33218,1.172247,10.226522,0.8581426,-0.27509543,1,7,0
686,9239900403,329.527619742581,-8.11178628802844,15.758631,15.71762,0.057622973,-21.405825,3.1031916,19.928259,21.352295,22.923586,0.15259579,317.86157,1.220068,10.710334,0.85459167,-0.13907811,1,7,0
687,9239900408,329.499386921475,-7.46376772088545,15.203851,15.201541,0.0580147,-21.917248,6.444812,21.138716,21.773857,23.65121,0.20333742,200.33232,1.073906,10.801589,0.86313,0.02185102,1,8,0
688,9239900416,329.547716082474,-7.47432236060514,16.15027,16.09188,0.056364533,-21.0089,4.5663614,21.293419,21.942522,23.806591,0.19840015,285.89957,0.5932302,10.063494,0.8882405,-0.6564752,1,8,0
689,9239900446,329.036046874875,-7.66906880213394,16.75018,16.71179,0.057829216,-20.40957,2.244501,19.748878,20.794506,22.442875,0.515513,185.56921,1.1386946,10.247005,0.86758476,-0.054341577,1,7,0
690,9239900457,329.547280280346,-7.44835358536258,15.888016,15.827406,0.058119517,-21.2966,3.028027,19.60224,21.154224,22.710854,0.38260284,149.73326,1.2345152,10.679064,0.9438246,0.064902574,1,7,0
691,9239900465,329.773996342612,-7.84060618457899,17.081205,16.867424,0.051615965,-20.248901,7.5783753,22.033724,22.873922,24.60458,0.6528103,237.31688,1.1323109,10.198711,0.9732144,-2.6143463,0,7,0
692,9239900478,329.761269613325,-7.65835691484955,16.004234,15.991782,0.056831967,-21.131327,4.2637887,19.893225,20.765352,22.480131,0.6971376,283.90073,1.2270842,10.605478,0.994375,-0.4642217,1,7,0
693,9239900492,329.429878674276,-7.39651026830329,15.155128,15.099728,0.056696538,-22.022566,4.3431907,19.996487,21.465973,23.031605,0.16692784,146.3799,1.2134581,10.957694,0.980564,-0.5199143,1,7,0
694,9239900501,329.79963966248,-7.77056852950907,17.085955,17.073883,0.052542042,-20.04334,4.085471,21.494377,22.721441,24.32475,0.4350487,148.67444,1.0801964,10.0537405,1.030748,-2.2318301,0,2,0
695,9239900536,329.145072107864,-8.15462578831879,17.017172,17.006872,0.058029763,-20.107407,nan,nan,nan,nan,nan,nan,1.0017185,10.031836,1.0306946,0.028038882,1,2,0
696,9239900540,329.287957995343,-7.36826644589983,16.564611,16.511112,0.058823675,-20.61282,3.6297395,21.178497,22.607565,24.178204,0.0047837035,265.193,1.2056828,10.380283,1.0593354,0.35400718,1,2,0
697,9239900555,329.838112663754,-7.84687153643082,14.965013,15.0791025,0.05223346,-22.040169,37.80177,23.74649,25.667181,27.197737,0.28997496,144.73802,1.17412,10.922083,1.1284221,-2.3592525,0,2,0
698,9239900565,329.758698095658,-7.52647858673602,16.566584,16.503904,0.059142336,-20.603409,3.9478006,21.378714,22.069248,23.89734,0.15845476,232.78143,0.8061428,10.063755,1.1377985,0.484776,1,2,0
699,9239900567,329.687551215023,-7.44931211502089,17.257643,17.253904,0.05720968,-19.867975,2.889075,20.90892,22.145899,23.747246,0.42543086,190.45013,1.1523609,10.037008,1.1339779,-0.30893147,1,2,0
700,9239900579,329.854908811141,-7.83911709363365,18.926964,18.373875,0.051839624,-18.745415,1.8026882,21.772005,23.427189,24.974499,0.008260445,282.97885,1.8021908,10.2607155,1.1668046,-2.5219336,0,2,0
701,9239900588,329.862693162626,-7.78305688429267,15.7414055,15.763696,0.051208876,-21.35452,3.5430274,20.165575,21.220303,22.865925,0.32096717,160.72107,1.188405,10.670684,1.1812496,-2.7825994,0,2,0
702,9239900615,329.609503595323,-7.36501895972805,15.413821,15.389051,0.060726907,-21.719616,8.336479,21.814133,22.603085,24.362385,0.16693607,240.28728,0.8409939,10.537164,1.1929494,1.1344496,1,2,0
703,9239900630,329.793129349618,-8.07534384590724,15.094599,15.133299,0.05261392,-21.97853,6.8214936,20.946342,21.460047,23.486092,0.4060824,127.59446,0.9421367,10.728128,1.2200254,-2.2021544,0,2,0
704,9239900641,329.102450918741,-8.19994689237761,15.596199,15.5863495,0.060647905,-21.541012,6.1673927,20.088387,21.130674,22.780067,0.753464,134.90503,1.3620272,10.889932,1.1789439,1.1020818,1,2,0
705,9239900643,329.874641701835,-7.67229678335655,17.32757,17.17323,0.052714664,-19.945528,5.3223906,21.028637,21.578356,23.55299,0.8204937,222.41255,1.2597026,10.193804,1.2464635,-2.1605654,0,2,0
706,9239900645,329.747594679333,-7.44552606724173,16.836292,16.627422,0.060609546,-20.497507,20.667688,24.165985,26.176182,27.702787,0.22818242,213.7494,1.2115535,10.340309,1.2418549,1.0863649,1,2,0
707,9239900659,329.035006968667,-8.15720437310591,16.939394,16.908953,0.055636305,-20.204475,2.7940018,20.846474,21.556778,23.369331,0.30343854,138.14973,0.9662265,10.035913,1.1975558,-0.95616055,1,2,0
708,9239900663,329.851710950407,-7.57852424265885,15.823829,15.7738285,0.0580355,-21.337166,6.760973,21.479635,22.788692,24.376995,0.24247274,297.67285,0.8904972,10.4245205,1.2697225,0.030395266,1,2,0
709,9239900778,329.272040012737,-7.23643222021252,16.20821,16.19863,0.060228486,-20.906607,4.948763,21.281662,22.160776,23.872261,0.31430712,146.31639,0.7846241,10.175201,1.3815564,0.930202,1,2,0
710,9239900803,329.844432989458,-7.42508786007044,16.849117,16.852896,0.052421663,-20.256472,1.7068491,19.627808,20.622156,22.287209,0.35010728,121.974,0.9009914,10.015266,1.4511584,-2.281534,0,2,0
711,9239900821,329.918691436592,-7.51715420117505,16.84474,16.82788,0.05751972,-20.295876,1.5708133,18.486605,19.768003,21.361069,0.712204,145.22499,1.2252426,10.266303,1.4802803,-0.1815069,1,2,0
712,9239900827,329.017016500513,-7.32724732326752,16.015495,16.017696,0.057960685,-21.0842,4.704186,21.002853,22.119356,23.747826,0.28199196,201.67644,0.6839437,10.171366,1.4257761,-0.00033511873,1,2,0
713,9239900852,329.92765633984,-7.50794083174115,16.113882,16.114073,0.063597195,-21.00346,4.893631,21.022509,21.545956,23.557358,0.44132233,252.49632,1.0128641,10.383068,1.5097928,2.3087845,0,2,0
714,9239900903,329.7249469092,-7.25883966373026,14.551079,14.599639,0.052520882,-22.515034,10.587966,21.322065,22.107933,23.869095,0.3794078,184.3662,1.0551271,11.04129,1.5576304,-2.2405665,0,2,0
715,9239900947,330.017682901677,-7.59524759822169,16.853806,16.719875,0.058537416,-20.386858,9.240397,21.584093,21.993828,24.221735,0.8599234,155.85054,0.8252601,10.003326,1.6292838,0.2365018,1,2,0
716,9239900962,329.503713182762,-7.14107525322872,17.235792,17.089901,0.057421908,-20.02864,7.0357385,21.456774,22.32361,24.040926,0.8290337,165.80109,1.0916309,10.06629,1.6230923,-0.22170305,1,2,0
717,9239900970,329.929424527947,-7.39347075585772,17.889595,17.195274,0.064452305,-19.932484,4.009982,21.881395,23.680819,25.217953,0.0005435155,203.6429,1.2493821,10.146932,1.6608758,2.658022,0,2,0
718,9239900998,329.120215482029,-7.16924370746057,16.968483,16.570793,0.059250608,-20.531353,7.475585,21.266916,21.925497,23.780897,0.83077514,154.0069,1.0527782,10.349952,1.6405735,0.52919847,1,2,0
719,9239901001,329.939339494991,-7.38674118621967,15.211802,15.063062,0.06434913,-22.067398,5.157094,20.334497,21.800076,23.366173,0.14299892,229.80165,1.3129206,11.040687,1.6898398,2.6158988,0,2,0
720,9239901018,328.699754398976,-7.72491869426636,15.481415,15.487095,0.059770215,-21.636992,6.284099,20.613419,22.316046,23.859682,0.45413813,250.59215,1.1905308,10.777188,1.6305152,0.74232286,1,2,0
721,9239901020,330.047065819121,-7.57582002491319,16.958992,16.840033,0.059469365,-20.280367,1.0707476,18.651,20.093445,21.662378,0.32086688,189.02237,1.0515614,10.112795,1.7111931,0.6189374,1,2,0
722,9239901025,328.711429826609,-7.94516002369154,17.414751,17.43667,0.059216514,-19.689564,3.351373,20.656706,21.637707,23.30746,0.7436918,212.97568,1.3260746,10.108314,1.6338012,0.5152107,1,2,0
723,9239901033,328.691905800712,-7.7360141033089,16.48726,16.48797,0.05982004,-20.63592,2.6115813,19.689148,21.092524,22.666573,0.5293019,184.43784,1.1516265,10.336122,1.6467048,0.7627541,1,2,0
724,9239901047,329.277813047905,-7.10090302494925,15.834638,15.592137,0.06570115,-21.531933,5.2040606,20.780466,21.59892,23.341225,0.5020511,328.95462,1.112421,10.665438,1.7051064,3.1675544,0,2,0
725,9239901098,328.660978668748,-7.85209724640481,17.044687,17.041597,0.060183614,-20.079622,3.138499,21.203663,22.00285,23.75609,0.30035123,277.72137,1.0809784,10.060179,1.7200615,0.9118096,1,2,0
726,9239901116,330.070976501016,-7.50904843978995,16.394379,16.217579,0.06406836,-20.912844,4.3947315,21.087376,21.963644,23.676464,0.41623864,122.218124,1.4614735,10.739614,1.8219018,2.50125,0,2,0
727,9239901179,330.094639204141,-7.49701003527169,16.54343,16.54982,0.05685586,-20.572382,1.4419702,19.255024,20.460936,22.068583,0.1182253,298.2185,1.18157,10.344884,1.8858283,-0.45439646,1,2,0
728,9239901211,329.160996262326,-7.05576173702925,16.681156,16.639828,0.06547473,-20.486628,2.7021897,19.872997,21.43944,22.994642,0.53878194,265.9081,1.1506348,10.273069,1.8704609,3.075221,0,2,0
729,9239901253,329.057154494615,-8.51216489517853,17.186974,17.156954,0.05936687,-19.965961,1.238628,18.837849,20.001448,21.618418,0.5312442,243.49965,1.1345959,10.05677,1.9007546,0.57689434,1,2,0
730,9239901310,328.998550431284,-7.08070301083471,17.21697,17.20548,0.0631519,-19.916561,1.7239171,19.27031,20.32836,21.972992,0.6615379,155.32417,1.0918236,10.006482,1.9588962,2.1268098,1,2,0
731,9239901328,328.989917076106,-8.50793280010114,16.224102,16.1126,0.059654046,-21.007996,4.3683867,20.956396,22.191647,23.793333,0.2342149,159.72572,1.1247787,10.483411,1.9619304,0.6946834,1,2,0
732,9239901359,328.690858446907,-7.34144705267256,15.41489,15.4034395,0.05927605,-21.722414,4.653569,20.12603,21.410938,23.003384,0.415794,147.32043,1.2925586,10.895883,1.9803376,0.539637,1,2,0
733,9388000001,336.9769592,-30.5755157,13.909334,13.866281,0.05799451,-23.251066,14.727998,21.400448,22.550047,24.170305,0.10306309,157.6353,1.3296871,11.537902,0.00041818983,0.09587718,1,7,0
734,9388000002,336.984375,-30.571537,17.027618,16.283024,0.061451763,-20.832062,1.6964685,19.572584,20.747179,22.361637,0.37232313,99.7412,1.190836,10.472419,0.018707406,1.5783015,1,7,4
735,9388000003,336.9682922,-30.5874138,17.38017,17.363522,0.05292274,-19.748713,1.659245,19.985788,21.224575,22.82557,0.35178435,117.07722,1.264908,10.099393,0.03601796,-2.0876153,1,7,0
736,9388000004,336.9781189,-30.5595875,15.780997,15.780525,0.06276636,-21.340229,3.907314,19.923836,21.110638,22.722383,0.5271747,53.50699,1.301054,10.748606,0.04007694,2.140709,1,7,0
737,9388000005,336.9650879,-30.5628204,17.334965,17.27911,0.05890018,-19.836103,1.5171655,19.227589,20.356617,21.981905,0.6451202,154.27092,1.1832981,10.055429,0.041156612,0.48468596,1,7,0
738,9388000006,336.9700623,-30.5591049,16.236237,15.441987,0.060459,-21.676147,6.538724,21.11717,22.033922,23.728685,0.6766033,2.5235226,1.3922272,10.99851,0.043963343,1.1531142,1,7,0
739,9388000007,336.960968,-30.5620499,15.347971,15.328246,0.056003157,-21.786,2.4040449,19.106192,20.513437,22.08696,0.08278163,149.40662,1.2481537,10.898729,0.048707183,-0.7601925,1,7,0
740,9388000012,336.9583435,-30.5434036,15.818965,15.798219,0.05790023,-21.318895,1.2023939,17.990845,19.37362,20.950539,0.20595635,76.98423,1.3641979,10.809645,0.090740874,0.055383306,1,7,0
741,9388000016,337.0045166,-30.5410938,17.559193,17.552944,0.053047188,-19.547104,1.5446476,19.432428,20.096544,21.947006,0.6716249,151.9222,0.9106999,9.755995,0.105565466,-2.0339134,1,3,0
742,9388000021,336.9213257,-30.5900574,18.304306,17.675781,0.052668598,-19.422739,4.2609777,21.580519,22.299227,24.105463,0.1568288,158.30382,0.7920895,9.589418,0.12717907,-2.1973035,1,3,0
743,9388000022,337.0224915,-30.6068726,17.52816,17.385258,0.060289126,-19.734085,1.6958674,19.920612,21.438099,22.998306,0.4317758,76.67385,1.2840557,10.079268,0.12731288,1.0803198,1,7,0
744,9388000027,336.973053,-30.6318436,15.548689,15.546909,0.059597652,-21.57108,3.2544837,19.724277,21.163795,22.733097,0.2627357,0.9056958,1.274765,10.821087,0.14341848,0.7838868,1,7,0
745,9388000032,337.0239563,-30.6236057,16.21018,16.124788,0.053018294,-20.971947,4.766415,21.380007,22.379257,24.042622,0.114893325,172.06761,0.6874838,10.111272,0.15945007,-2.046381,1,8,0
746,9388000033,336.9041443,-30.5640945,15.810157,15.813874,0.0616063,-21.305025,4.1303506,19.579918,20.635193,22.280651,0.71405834,135.7226,1.228365,10.668649,0.16167101,1.6444513,1,7,0
747,9388000035,336.9555054,-30.6387043,16.832325,16.813215,0.05864474,-20.30418,1.6618462,19.754576,21.186981,22.757189,0.11118965,-9.565257,1.2633591,10.300121,0.1672843,0.37505823,1,7,0
748,9388000041,336.9396057,-30.652235,16.217438,16.235785,0.05356246,-20.877432,2.0131118,18.513857,19.741245,21.34449,0.69250035,76.20944,1.3179369,10.591155,0.21127483,-1.8116289,1,7,0
749,9388000043,336.9385376,-30.4972858,17.254747,17.274025,0.059754256,-19.840267,2.0059404,20.499275,21.709625,23.316343,0.2510442,94.68114,1.1834964,10.069213,0.21505803,0.8510394,1,7,0
750,9388000044,337.0282593,-30.6522961,17.142662,17.176805,0.058018915,-19.93977,2.3110757,20.461868,21.789705,23.374935,0.38230705,154.86967,1.2273751,10.121547,0.22473237,0.10635846,1,7,0
751,9388000046,337.0046997,-30.6671867,15.727729,15.7225485,0.060360495,-21.392183,8.228548,20.861254,21.846678,23.514856,0.7357734,2.658217,1.1832829,10.68793,0.2404322,1.1109045,1,7,0
752,9388000048,337.0924988,-30.5809307,17.010996,17.012636,0.055327144,-20.100544,2.1933243,20.24955,21.52752,23.121195,0.34842625,158.04456,1.1634693,10.140455,0.25234622,-1.0511724,1,7,0
753,9388000051,336.9347839,-30.6698494,16.319958,16.27002,0.058695477,-20.84746,3.410825,20.66774,22.112127,23.680817,0.14339359,106.836716,1.2862625,10.5417595,0.25662863,0.39683434,1,7,0
754,9388000053,336.9230957,-30.4828262,17.062601,17.103289,0.062726095,-20.009802,3.9342875,21.709608,22.412874,24.230848,0.3530487,96.883064,1.1367894,10.100549,0.26251173,2.1234941,1,7,0
755,9388000055,337.0828552,-30.6366425,15.73479,15.718299,0.057678502,-21.39852,4.883941,20.935259,22.586956,24.13455,0.017016375,76.37821,1.2886,10.761704,0.2782277,-0.039865438,1,7,0
756,9388000056,336.8647156,-30.5170631,16.797224,16.784895,0.06212995,-20.333622,1.8558139,19.157469,20.426886,22.022106,0.6038167,120.548035,1.2415371,10.30172,0.28633642,1.8685291,1,7,0
757,9388000058,337.0198059,-30.6861706,15.142324,15.154751,0.062650904,-21.966732,5.172917,19.87773,21.042398,22.65912,0.5438948,100.46848,1.3248882,11.011521,0.29594424,2.0913439,1,7,0
758,9388000062,336.9863892,-30.6983147,14.644394,14.630733,0.058583964,-22.48722,4.3808203,18.94023,20.169985,21.772757,0.5745052,47.99339,1.3478155,11.246719,0.31231552,0.34897003,1,7,0
759,9388000063,336.8937988,-30.4738503,14.588401,14.571064,0.06006656,-22.547375,4.770335,19.710571,20.689741,22.360153,0.24320482,163.18018,1.2807932,11.21621,0.31507638,0.9849268,1,7,0
760,9388000065,336.9373474,-30.6993217,14.872953,14.8607,0.05700551,-22.255774,4.6445303,19.51403,20.867628,22.44884,0.45357454,30.998564,1.341116,11.150251,0.32591784,-0.3290865,1,7,0
761,9388000067,337.0133667,-30.4474659,17.311504,17.317383,0.060429752,-19.795784,1.4901084,19.511482,20.662092,22.282108,0.49134707,3.4920735,1.1655922,10.0424385,0.33378544,1.140582,1,7,0
762,9388000068,336.8488159,-30.4957733,14.654696,14.628658,0.056168,-22.486336,5.456844,20.012167,21.38948,22.967184,0.19641653,97.494,1.2837963,11.207246,0.34511042,-0.689266,1,7,0
763,9388000073,336.9444275,-30.4332142,16.207346,16.210459,0.061534967,-20.909218,1.5876986,18.21683,19.42303,21.030617,0.61852443,155.76543,1.319663,10.600255,0.3673294,1.6139187,1,7,0
764,9388000074,336.9840393,-30.4305096,16.936071,16.957747,0.06011898,-20.158056,2.1509228,19.450981,20.605972,22.22495,0.67441416,81.48019,1.200676,10.203191,0.36752588,1.0073969,1,7,0
765,9388000080,336.8313904,-30.4805622,17.28828,17.278435,0.055736173,-19.834549,2.9529133,20.201096,20.820156,22.71362,0.7600909,67.316124,1.2378197,10.121476,0.3986422,-0.8750896,1,7,0
766,9388000084,336.7898865,-30.5618248,17.098776,17.085384,0.05886061,-20.030388,1.9517845,20.148031,21.333233,22.94533,0.30837744,15.571073,1.2029552,10.1487,0.40994588,0.4677053,1,7,0
767,9388000088,337.0162354,-30.4149246,17.21501,16.94209,0.060819127,-20.157059,5.8545218,22.218687,22.776224,24.740625,0.48511904,15.547462,0.8614292,9.946477,0.41562334,1.3073982,1,3,0
768,9388000092,336.7858582,-30.5516701,17.432709,17.25014,0.053890657,-19.842796,3.4081595,21.975222,22.709646,24.5045,0.039434545,106.192345,0.666336,9.693117,0.42162168,-1.6701026,1,3,0
769,9388000099,337.0187683,-30.7430191,16.60587,16.593859,0.05546245,-20.52085,3.0199182,19.576515,20.664057,22.300255,0.7409625,75.72593,1.2642117,10.393627,0.4345989,-0.99291694,1,7,0
770,9388000101,336.7846375,-30.5247936,17.659565,17.64558,0.056893907,-19.470049,2.4626584,21.147789,22.129108,23.798748,0.35193613,24.698944,1.2980747,10.014296,0.43917248,-0.3770658,1,7,0
771,9388000105,337.1416931,-30.6827698,16.240946,16.24429,0.057532873,-20.871058,2.1769338,19.023918,20.299145,21.893312,0.5857718,82.505455,1.2167177,10.496058,0.45065305,-0.10243449,1,7,0
772,9388000113,337.1291504,-30.4425621,16.689014,16.543516,0.05317283,-20.549723,6.3596587,22.24323,22.964865,24.76894,0.3135994,137.84096,0.5474128,9.838664,0.47294745,-1.979702,1,3,0
773,9388000120,337.0339966,-30.7649956,16.066624,16.071953,0.055476245,-21.043009,3.4410765,20.444407,21.933653,23.496984,0.16426517,135.0,1.2875385,10.61892,0.49645647,-0.9869781,1,7,0
774,9388000122,336.8387756,-30.7344532,15.429993,15.387216,0.056438055,-21.727236,nan,nan,nan,nan,nan,nan,1.1948957,10.817532,0.5035255,-0.5730954,1,7,1
775,9388000124,336.8883667,-30.390049,15.6346035,15.59882,0.054651156,-21.513147,3.3115478,19.732738,20.973394,22.574024,0.37275204,161.41359,1.1764431,10.730455,0.5081522,-1.3423265,1,7,0
776,9388000130,336.7390137,-30.5920753,16.557579,15.641041,0.059086096,-21.456684,33.6062,24.073092,25.794168,27.336466,0.44643113,131.70924,0.653203,10.2502985,0.5211823,0.5644587,1,8,1
777,9388000132,337.0153809,-30.3668022,16.856596,16.879827,0.058074303,-20.220114,1.8399601,20.050676,20.990875,22.676027,0.18586405,57.705242,0.876728,9.986299,0.5352919,0.13014565,1,3,0
778,9388000135,337.2250977,-30.6286888,16.354898,15.28204,0.059912976,-21.81124,2.8284838,20.089727,21.606186,23.166504,0.2072735,162.83725,1.6309042,11.590665,0.5578223,0.91908926,1,7,0
779,9388000137,336.7267151,-30.5227547,17.26279,17.289043,0.05127036,-19.810534,4.114889,21.8066,22.458216,24.31996,0.4795522,125.870674,0.7502479,9.688077,0.5625337,-2.8012528,0,3,0
