,catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
2983,91959,214.34320724,0.47268116,214.34320724,0.47268116,16.924,16.896,0.05127,0.05039,-19.97,2.49,19.99,21.08,22.71,0.5855,132.69,10.12,1.19,0.134,8,0
2984,106047,214.56970139,0.98625433,214.56970139,0.98625433,16.635,16.649,0.05424,0.05336,-20.33,2.03,19.55,20.64,22.28,0.4688,30.179993,10.14,1.04,0.151,8,0
2985,91963,214.36652643,0.48277548,214.36652643,0.48277548,14.643,14.579,0.05087,0.04999,-22.26,7.36,20.68,21.78,23.41,0.2234,127.72,11.04,1.19,0.134,8,0
2986,422608,131.71532785,2.76365297,131.71532785,2.76365297,17.02,17.02,0.0774,0.07635,-20.8,3.08,20.83,21.93,23.56,0.448,61.679993,10.44,1.2,0.127,3,1
2987,522068,132.33704812,2.95480021,132.33704812,2.95480021,19.131,17.032,0.06197,0.06093,-20.27,0.51,19.4,20.49,22.13,0.2469,72.39,10.68,1.65,0.117,3,1
2988,514024,214.05655622,-1.33252288,214.05655622,-1.33252288,16.21,16.209,0.07831,0.07739,-21.64,4.91,20.49,21.58,23.22,0.6636,98.51,10.75,1.2,0.161,3,0
2989,70801,181.52183479,0.05888652,181.52183479,0.05888652,16.741,16.751,0.07939,0.07811,-21.16,2.63,20.09,21.19,22.82,0.4889,45.83,10.69,1.34,0.082,3,1
2990,543566,211.96062673,-0.87624591,211.96062673,-0.87624591,18.9,18.822,0.05758,0.05665,-18.28,1.21,20.88,21.97,23.6,0.3635,83.649994,9.42,1.15,0.186,3,0
2991,64171,218.48819261,-0.30117846,218.48819261,-0.30117846,16.046,15.968,0.03052,0.02972,-19.65,6.44,21.71,22.8,24.44,0.3406,179.91,9.44,0.47,0.151,8,0
2992,493857,222.80998255,-1.33024857,222.80998255,-1.33024857,17.886,17.712,0.09417,0.0934,-20.61,1.51,19.76,20.86,22.49,0.6291,166.61002,10.5,1.39,0.176,3,1
2993,618915,217.40403205,0.36867708,217.40403205,0.36867708,17.734,17.696,0.0575,0.05666,-19.42,1.87,21.09,22.19,23.82,0.1241,1.3500061,9.88,1.18,0.145,3,0
2994,31499,180.01745211,-1.10790555,180.01745211,-1.10790555,16.69,16.69,0.07561,0.07432,-21.08,5.78,21.0,22.1,23.73,0.7357,67.44,10.71,1.41,0.099,3,0
2995,417580,132.10673934,2.28780776,132.10673934,2.28780776,16.788,16.77,0.04062,0.0396,-19.54,3.07,20.96,22.06,23.69,0.1997,125.92,9.93,1.15,0.12,8,0
2996,593119,215.55541887,-0.17604189,215.55541887,-0.17604189,17.888,17.843,0.02996,0.02911,-17.77,2.92,21.17,22.27,23.9,0.613,137.14,8.86,0.68,0.128,8,0
2997,381802,134.00949998,1.8834689,134.00949998,1.8834689,17.664,17.674,0.01861,0.01796,-16.86,1.98,20.88,21.98,23.61,0.2538,0.23001099,8.58,0.76,0.14,8,0
2998,509466,221.516598,-1.5342915,221.516598,-1.5342915,17.328,17.333,0.08482,0.08403,-20.71,0.9,18.65,19.75,21.39,0.3946,133.26,10.39,1.24,0.19,3,0
2999,220394,181.41942584,1.59349099,181.41942584,1.59349099,14.501,14.476,0.0222,0.02053,-20.47,5.56,20.01,21.11,22.74,0.1226,87.630005,10.3,1.11,0.074,8,0
3000,216184,137.17432015,0.48469129,137.17432015,0.48469129,13.981,13.888,0.01959,0.01879,-20.8,5.24,19.49,20.58,22.22,0.0813,36.880005,10.51,1.19,0.14,8,0
3001,16519,219.14206381,0.64258119,219.14206381,0.64258119,18.283,18.283,0.05791,0.0571,-18.81,1.54,19.95,21.05,22.68,0.716,160.75,9.56,1.08,0.158,3,0
3002,560883,182.18425615,-0.54084211,182.18425615,-0.54084211,14.775,14.711,0.06392,0.06266,-22.65,7.02,20.83,21.93,23.56,0.1439,145.05,11.21,1.24,0.079,8,0
3003,288374,178.25058757,1.67337094,178.25058757,1.67337094,17.62,17.623,0.05978,0.05851,-19.57,0.88,18.53,19.63,21.26,0.5325,32.11,9.94,1.18,0.072,3,0
3004,550771,137.36966748,-0.43406654,137.36966748,-0.43406654,19.116,16.64,0.06543,0.06431,-21.0,4.09,23.1,24.2,25.83,0.5595,7.699997,11.04,1.4,0.119,8,1
3005,381304,131.9988889,1.77256031,131.9988889,1.77256031,15.436,15.418,0.06774,0.06669,-22.06,7.27,20.79,21.88,23.52,0.5765,92.39,10.77,0.98,0.14,3,0
3006,238198,213.65671031,1.7385134,213.65671031,1.7385134,17.321,16.586,0.05616,0.05526,-20.45,1.38,19.57,20.67,22.3,0.4446,139.33,10.84,1.61,0.197,8,1
3007,543547,211.93707624,-0.93071006,211.93707624,-0.93071006,18.076,18.008,0.05441,0.05348,-18.96,1.53,20.09,21.19,22.82,0.6155,115.26,9.63,1.1,0.196,3,0
3008,48433,217.04583081,-0.72214259,217.04583081,-0.72214259,15.508,15.512,0.07349,0.07263,-22.22,3.98,19.55,20.65,22.28,0.6157,36.910004,11.07,1.31,0.164,8,0
3009,509725,222.63987949,-1.48556712,222.63987949,-1.48556712,15.428,15.467,0.04367,0.04293,-21.0,3.98,19.84,20.93,22.57,0.4977,122.12,10.4,1.0,0.208,8,0
3010,568223,214.38360316,-0.48493364,214.38360316,-0.48493364,17.262,17.126,0.08311,0.0822,-20.86,5.27,22.15,23.25,24.88,0.427,116.54001,10.36,1.09,0.173,3,0
3011,77714,214.42481003,0.18985772,214.42481003,0.18985772,17.113,17.149,0.05464,0.05375,-19.83,4.53,21.77,22.87,24.5,0.4072,88.16,10.01,1.12,0.135,8,0
3012,323248,131.03653067,1.54859558,131.03653067,1.54859558,16.378,16.412,0.06304,0.06201,-20.93,3.33,19.65,20.75,22.39,0.7216,146.3,10.55,1.26,0.167,3,0
3013,560830,181.98781076,-0.60858018,181.98781076,-0.60858018,19.751,18.657,0.08252,0.08124,-19.63,0.42,20.17,21.27,22.9,0.0129,149.87,10.5,2.08,0.073,3,0
3014,372193,134.65169208,1.16629806,134.65169208,1.16629806,16.902,16.905,0.07386,0.07277,-20.76,1.99,20.32,21.42,23.05,0.1232,166.48,10.34,1.11,0.184,3,0
3015,584721,180.16642851,-0.13441715,180.16642851,-0.13441715,16.194,16.119,0.08128,0.07999,-21.78,5.69,21.43,22.53,24.17,0.3667,105.25,10.71,1.07,0.085,3,0
3016,383089,139.89451807,2.11439424,139.89451807,2.11439424,16.583,16.593,0.08788,0.08672,-21.49,2.32,20.26,21.36,23.0,0.1222,102.89,10.58,1.07,0.108,3,0
3017,517146,131.10470062,2.37656986,131.10470062,2.37656986,17.345,17.293,0.05158,0.05056,-19.56,2.48,20.38,21.48,23.12,0.5838,61.859985,9.88,1.09,0.159,3,0
3018,138291,181.85789492,-1.66879642,181.85789492,-1.66879642,17.108,17.11,0.03809,0.03686,-19.02,1.16,18.92,20.02,21.65,0.4119,149.95,9.3,0.6,0.087,8,0
3019,371788,132.75409095,1.05664703,132.75409095,1.05664703,16.464,16.449,0.07186,0.0708,-21.2,1.89,18.36,19.46,21.1,0.7563,121.270004,10.64,1.27,0.152,3,0
3020,298938,222.50595896,1.33604644,222.50595896,1.33604644,18.099,18.098,0.02915,0.02844,-17.41,1.31,20.31,21.41,23.04,0.3309,89.109985,8.49,0.4,0.169,8,0
3021,138011,180.54265986,-1.79149902,180.54265986,-1.79149902,16.142,16.151,0.08253,0.08124,-21.8,4.0,20.64,21.74,23.37,0.3293,148.11,10.7,1.04,0.091,3,0
3022,39709,177.96259324,-0.70641224,177.96259324,-0.70641224,16.85,16.795,0.1081,0.10677,-21.89,4.81,20.5,21.6,23.23,0.7931,110.57,11.1,1.59,0.08,4,0
3023,318793,212.55107235,1.81835546,212.55107235,1.81835546,15.431,15.439,0.02576,0.02483,-19.85,5.66,20.05,21.15,22.78,0.6435,68.69998,9.98,1.02,0.135,8,0
3024,92026,214.62017068,0.43916111,214.62017068,0.43916111,17.662,17.566,0.0506,0.04972,-19.3,6.34,23.03,24.13,25.76,0.2465,126.28,9.49,0.67,0.144,3,1
3025,397207,177.23408173,1.5686928,177.23408173,1.5686928,16.743,16.737,0.07562,0.07433,-21.02,2.46,20.08,21.18,22.81,0.4234,37.899994,10.54,1.24,0.086,3,0
3026,209678,134.47609059,0.13538563,134.47609059,0.13538563,17.883,17.977,0.05374,0.05267,-18.97,2.2,20.55,21.65,23.28,0.6589,144.43001,9.68,1.14,0.105,3,1
3027,41135,184.36581145,-0.7804818,184.36581145,-0.7804818,16.016,16.021,0.07116,0.0699,-21.59,3.68,20.57,21.67,23.3,0.1996,87.42,10.72,1.17,0.096,3,0
3028,609571,176.24825782,0.33719564,176.24825782,0.33719564,16.267,16.281,0.02952,0.02828,-19.23,4.88,21.07,22.17,23.81,0.4623,5.9799957,9.52,0.74,0.11,8,0
3029,417447,131.09028039,2.28715161,131.09028039,2.28715161,17.406,17.401,0.05189,0.05087,-19.46,1.43,20.05,21.15,22.79,0.1774,10.800003,9.88,1.15,0.171,3,0
3030,79849,223.42862366,0.03008712,223.42862366,0.03008712,15.064,15.061,0.04605,0.04533,-21.54,4.78,19.87,20.97,22.6,0.4223,4.5599976,10.71,1.12,0.188,8,0
3031,382363,136.41153542,2.0214124,136.41153542,2.0214124,15.232,15.195,0.0524,0.05131,-21.73,11.39,20.88,21.99,23.62,0.7595,179.9,10.73,1.07,0.154,8,0
3032,543895,213.27233631,-0.84623821,213.27233631,-0.84623821,15.427,15.454,0.02662,0.02572,-19.86,1.74,18.61,19.71,21.35,0.1046,30.839996,9.74,0.72,0.201,8,0
3033,618476,215.86809236,0.23342845,215.86809236,0.23342845,16.189,16.181,0.06265,0.06178,-21.12,1.86,19.38,20.49,22.12,0.1364,36.210007,10.53,1.15,0.121,3,0
3034,289200,181.34198792,1.83460755,181.34198792,1.83460755,18.306,18.274,0.01935,0.0173,-16.35,1.67,21.31,22.42,24.05,0.1012,138.19,8.31,0.68,0.085,8,0
3035,230209,178.90171847,1.93673894,178.90171847,1.93673894,19.083,19.036,0.04064,0.0394,-17.26,1.25,21.09,22.2,23.83,0.3945,37.880005,8.63,0.63,0.082,3,0
3036,511864,216.30761024,-1.09945922,216.30761024,-1.09945922,16.846,16.83,0.05643,0.05557,-20.22,1.08,18.75,19.85,21.48,0.2798,2.8700027,10.02,0.94,0.186,8,0
3037,592672,213.69414964,-0.07149124,213.69414964,-0.07149124,16.14,16.091,0.07842,0.0775,-21.79,3.57,19.68,20.79,22.42,0.688,37.160004,10.92,1.35,0.163,8,0
3038,396781,174.98272943,1.51206079,174.98272943,1.51206079,15.342,15.202,0.07709,0.07579,-22.63,4.25,19.71,20.82,22.45,0.4894,161.06,11.32,1.38,0.089,8,0
3039,15103,214.11544991,0.70602005,214.11544991,0.70602005,17.304,17.3,0.05416,0.05327,-19.68,1.55,18.81,19.92,21.55,0.752,10.399994,9.97,1.15,0.145,3,0
3040,227572,214.25273551,1.29564426,214.25273551,1.29564426,16.341,16.303,0.05722,0.05633,-20.75,4.75,21.16,22.26,23.89,0.6694,156.88,10.11,0.78,0.141,8,0
3041,568817,216.61774609,-0.57027151,216.61774609,-0.57027151,15.23,15.233,0.07407,0.0732,-22.46,3.84,20.16,21.27,22.9,0.0113,31.170013,10.97,1.04,0.171,8,0
3042,63305,215.42310838,-0.33770681,215.42310838,-0.33770681,15.47,15.462,0.05277,0.0519,-21.45,2.71,18.92,20.03,21.66,0.5146,19.329987,10.74,1.23,0.137,8,0
3043,545903,221.64347888,-0.8495652,221.64347888,-0.8495652,14.998,14.931,0.04242,0.04166,-21.47,3.83,19.04,20.15,21.78,0.5688,94.15,10.75,1.2,0.165,8,0
3044,24394,185.58803118,1.24023712,185.58803118,1.24023712,17.027,17.032,0.09225,0.09098,-21.19,2.82,20.35,21.46,23.09,0.5507,38.020004,10.5,1.11,0.075,3,0
3045,137352,178.15514579,-1.8506532,178.15514579,-1.8506532,16.228,16.225,0.08422,0.08291,-21.74,7.76,21.94,23.05,24.68,0.372,35.049988,10.53,0.86,0.083,3,0
3046,252008,221.73560528,1.94827594,221.73560528,1.94827594,18.355,18.339,0.0346,0.03386,-17.56,3.28,21.77,22.88,24.51,0.6433,102.01,9.04,1.01,0.168,8,0
3047,78143,215.80783539,0.04443029,215.80783539,0.04443029,17.378,17.38,0.05578,0.05491,-19.69,3.22,21.23,22.33,23.97,0.4819,141.58,10.13,1.33,0.125,8,0
3048,49230,220.17596384,-0.62992731,220.17596384,-0.62992731,17.96,17.966,0.03985,0.03907,-18.28,1.04,19.79,20.9,22.53,0.2586,97.9,9.15,0.78,0.149,8,0
3049,599978,133.31004289,0.34273911,133.31004289,0.34273911,17.15,17.088,0.11088,0.10977,-21.65,1.65,19.75,20.86,22.49,0.3982,139.91,10.93,1.51,0.145,4,0
3050,567579,212.30857182,-0.56088522,212.30857182,-0.56088522,17.283,17.272,0.05514,0.05422,-19.71,2.08,20.73,21.84,23.47,0.1573,32.899994,9.81,0.94,0.162,3,0
3051,537434,185.34200973,-0.88488426,185.34200973,-0.88488426,18.934,18.965,0.04118,0.03997,-17.29,1.73,21.72,22.83,24.46,0.3374,75.39,8.65,0.7,0.106,3,0
3052,40799,183.01900769,-0.65384376,183.01900769,-0.65384376,16.119,16.114,0.07361,0.07234,-21.6,5.35,20.31,21.42,23.05,0.7228,145.42,10.81,1.29,0.082,3,0
3053,177235,176.11858254,-1.88344109,176.11858254,-1.88344109,17.038,17.043,0.07848,0.07717,-20.81,2.17,19.57,20.68,22.31,0.6484,113.67,10.55,1.37,0.066,3,0
3054,383120,139.99999614,2.12926003,139.99999614,2.12926003,16.856,16.835,0.08882,0.08765,-21.27,5.91,22.03,23.14,24.77,0.3902,43.86,10.31,0.82,0.102,3,0
3055,380698,129.58286066,1.73615901,129.58286066,1.73615901,16.196,16.174,0.07393,0.07291,-21.54,3.46,20.05,21.16,22.79,0.5867,59.440002,10.82,1.33,0.224,3,0
3056,512170,217.93073564,-1.23882698,217.93073564,-1.23882698,15.319,15.2,0.03706,0.03624,-20.92,8.79,20.73,21.84,23.47,0.6813,36.48999,10.55,1.22,0.171,8,0
3057,600168,134.16946306,0.37500486,134.16946306,0.37500486,14.147,13.968,0.00932,0.00859,-19.03,219.42,24.13,25.24,26.87,0.7635,53.23999,9.26,0.51,0.151,8,1
3058,559490,177.30346687,-0.56445992,177.30346687,-0.56445992,16.265,16.241,0.0487,0.04744,-20.48,2.7,20.32,21.43,23.06,0.0758,142.97,10.29,1.15,0.074,8,0
3059,220508,181.80454343,1.54266663,181.80454343,1.54266663,16.831,16.845,0.0787,0.07743,-20.97,1.91,20.15,21.26,22.89,0.0604,86.20001,10.37,1.03,0.105,3,0
3060,320546,218.64729936,1.80972011,218.64729936,1.80972011,16.759,16.675,0.07831,0.07748,-21.15,2.06,19.48,20.59,22.22,0.5555,81.600006,10.4,1.0,0.143,3,0
3061,15509,215.77427076,0.81065353,215.77427076,0.81065353,16.974,16.982,0.05465,0.05379,-20.01,2.88,20.54,21.65,23.28,0.4624,114.270004,10.09,1.15,0.099,8,0
3062,372177,134.62360411,1.03596386,134.62360411,1.03596386,16.362,16.345,0.07344,0.07235,-21.35,5.22,21.38,22.49,24.12,0.3924,94.05,10.68,1.24,0.185,3,0
3063,610619,180.98397329,0.3339342,180.98397329,0.3339342,17.043,16.917,0.08447,0.08318,-21.09,2.67,20.66,21.77,23.4,0.3497,44.880005,10.5,1.17,0.093,3,0
3064,425812,130.06759611,2.94990332,130.06759611,2.94990332,17.267,17.209,0.08194,0.08091,-20.77,2.31,19.77,20.88,22.51,0.7002,83.42999,10.61,1.47,0.121,3,1
3065,558980,175.02857358,-0.46584092,175.02857358,-0.46584092,17.406,17.431,0.07693,0.07562,-20.38,2.43,19.73,20.84,22.47,0.7702,154.14,10.34,1.32,0.067,3,0
3066,39197,175.82755381,-0.73809568,175.82755381,-0.73809568,17.009,17.004,0.08131,0.08,-20.92,1.85,19.85,20.96,22.59,0.374,179.75,10.49,1.24,0.078,3,0
3067,220839,183.49494754,1.6447951,183.49494754,1.6447951,16.849,16.806,0.05053,0.0493,-19.98,4.61,21.29,22.4,24.03,0.5763,130.96,9.72,0.66,0.112,3,0
3068,585561,183.36181934,-0.09670388,183.36181934,-0.09670388,15.976,15.975,0.02262,0.021,-19.01,4.32,20.96,22.07,23.7,0.1152,137.81,9.63,1.01,0.075,8,0
3069,70018,177.99921209,0.16856481,177.99921209,0.16856481,16.738,16.773,0.07822,0.07693,-21.07,4.32,21.06,22.17,23.8,0.548,42.47,10.71,1.42,0.08,3,0
3070,69566,175.44771129,0.10148011,175.44771129,0.10148011,18.581,18.582,0.04088,0.03962,-17.71,1.25,20.58,21.69,23.32,0.423,62.51001,8.82,0.66,0.091,3,0
3071,184724,177.67382618,-1.45500367,177.67382618,-1.45500367,15.643,15.599,0.08182,0.08052,-22.32,5.09,21.06,22.17,23.8,0.1238,71.92999,10.85,0.96,0.084,3,0
3072,348009,139.89363852,2.24376011,139.89363852,2.24376011,17.352,17.345,0.05772,0.05659,-19.77,1.27,19.54,20.65,22.28,0.2837,166.31,9.98,1.13,0.103,3,0
3073,48050,215.63280162,-0.74671295,215.63280162,-0.74671295,17.319,17.327,0.0517,0.05083,-19.54,2.0,20.59,21.7,23.33,0.2504,116.8,9.85,1.06,0.181,3,0
3074,600977,138.15123729,0.30950285,138.15123729,0.30950285,15.568,15.547,0.05558,0.05446,-21.48,4.66,20.54,21.66,23.29,0.3043,68.979996,10.62,1.06,0.101,8,0
3075,601094,138.54363502,0.36620083,138.54363502,0.36620083,17.751,17.748,0.08891,0.08775,-20.42,2.44,20.11,21.23,22.86,0.7627,162.85999,10.42,1.43,0.101,3,0
3076,215048,132.63903909,0.49661745,132.63903909,0.49661745,19.404,19.378,0.05863,0.05758,nan,1.43,22.07,23.19,24.82,0.1055,109.65,9.56,1.73,0.165,3,6
3077,40164,180.01785908,-0.7595733,180.01785908,-0.7595733,15.522,15.504,0.04837,0.04712,-21.17,3.08,19.42,20.53,22.16,0.3881,110.340004,10.45,0.98,0.084,8,0
3078,15899,217.18964755,0.70812363,217.18964755,0.70812363,14.921,16.048,0.1035,0.10262,-22.51,4.38,21.46,22.57,24.2,0.0304,5.169998,11.24,1.43,0.135,4,0
3079,371889,133.29828633,0.92627408,133.29828633,0.92627408,15.429,15.416,0.06004,0.05898,-21.82,4.85,19.53,20.64,22.27,0.7229,73.43001,10.96,1.34,0.194,8,0
3080,49670,222.03871656,-0.69644809,222.03871656,-0.69644809,18.617,18.291,0.02815,0.02743,-17.2,6.09,23.23,24.34,25.97,0.5479,167.9,8.75,0.77,0.176,8,0
3081,54686,179.04804524,-0.21025408,179.04804524,-0.21025408,16.112,16.152,0.11349,0.11216,-22.6,5.37,21.32,22.43,24.06,0.3362,171.11,11.17,1.34,0.093,4,0
3082,543543,211.92157993,-0.96168437,211.92157993,-0.96168437,17.647,17.554,0.05689,0.05596,-19.53,0.89,18.79,19.91,21.54,0.4829,109.7,9.94,1.19,0.202,3,0
3083,209832,135.21856703,0.09683827,135.21856703,0.09683827,17.542,17.488,0.05403,0.05295,-19.46,1.65,19.35,20.47,22.1,0.6958,70.600006,9.78,1.01,0.128,3,0
3084,569208,218.30016191,-0.44717503,218.30016191,-0.44717503,16.677,16.67,0.10698,0.10612,-21.93,2.56,19.26,20.38,22.0,0.7604,135.66,10.93,1.35,0.163,4,0
3085,138739,183.85537424,-1.71118319,183.85537424,-1.71118319,16.369,16.357,0.1021,0.1008,-22.1,3.56,20.9,22.02,23.64,0.1885,67.47,10.92,1.21,0.093,4,0
3086,509587,222.02651944,-1.57398894,222.02651944,-1.57398894,18.391,18.433,0.04316,0.04241,-17.96,2.13,21.85,22.97,24.6,0.2346,90.75,8.8,0.52,0.201,3,0
3087,31939,182.50862362,-1.2226536,182.50862362,-1.2226536,16.539,16.571,0.06082,0.05956,-20.7,7.24,20.78,21.89,23.52,0.8461,45.97,10.53,1.33,0.083,3,0
3088,62717,213.68142961,-0.28222055,213.68142961,-0.28222055,14.836,14.777,0.03934,0.03845,-21.45,9.61,20.95,22.07,23.7,0.506,1.6399994,10.51,0.9,0.177,8,0
3089,346752,135.01032859,2.04584671,135.01032859,2.04584671,16.662,16.613,0.05755,0.05647,-20.49,5.66,21.12,22.24,23.87,0.7374,103.97,10.12,0.92,0.158,8,0
3090,136854,176.2179735,-1.75391556,176.2179735,-1.75391556,16.05,16.039,0.10872,0.10738,-22.54,6.79,21.86,22.98,24.61,0.2417,4.970001,10.99,1.1,0.066,4,0
3091,517308,131.72519421,2.50147579,131.72519421,2.50147579,15.571,15.517,0.02918,0.0282,-20.02,4.87,20.88,21.99,23.62,0.0825,124.92,9.83,0.76,0.18,8,1
3092,594312,219.6732674,-0.1432383,219.6732674,-0.1432383,18.539,18.561,0.03846,0.03767,-17.58,1.92,21.15,22.27,23.9,0.5338,87.03,8.92,0.86,0.146,3,0
3093,23593,182.32194058,1.15158193,182.32194058,1.15158193,18.025,18.042,0.02159,0.01982,-16.79,2.42,21.4,22.52,24.15,0.3895,69.609985,8.51,0.73,0.104,8,0
3094,230793,181.12279847,1.93997181,181.12279847,1.93997181,15.624,15.661,0.01935,0.0173,-18.97,4.51,20.0,21.12,22.74,0.5543,107.899994,9.73,1.14,0.102,8,0
3095,570214,222.74159767,-0.4962494,222.74159767,-0.4962494,18.494,18.297,0.04453,0.04379,-18.19,0.78,19.86,20.98,22.61,0.1752,139.34,9.34,1.1,0.184,8,0
3096,568221,214.38906848,-0.48507056,214.38906848,-0.48507056,16.55,16.504,0.08455,0.08364,-21.54,2.86,20.29,21.4,23.03,0.4405,125.91,10.72,1.21,0.174,3,0
3097,570174,222.60503394,-0.46931853,222.60503394,-0.46931853,18.034,17.512,0.04293,0.04219,-19.03,10.68,24.33,25.45,27.07,0.2919,168.45999,9.81,1.14,0.182,8,0
3098,230683,180.86975065,1.97642781,180.86975065,1.97642781,15.406,15.423,0.02221,0.02054,-19.52,4.57,20.61,21.73,23.36,0.0299,13.459991,9.94,1.13,0.088,8,0
3099,418831,137.8744731,2.69486066,137.8744731,2.69486066,15.828,15.761,0.05602,0.05491,-21.26,7.96,22.32,23.44,25.07,0.1106,142.42,10.33,0.8,0.139,8,0
3100,585625,183.74395576,-0.07660287,183.74395576,-0.07660287,16.898,16.898,0.07587,0.07461,-20.91,2.77,19.6,20.72,22.35,0.7481,57.550003,10.6,1.37,0.079,3,0
3101,289089,181.02495228,1.84697816,181.02495228,1.84697816,13.747,13.63,0.01853,0.01641,-20.93,4.19,18.81,19.93,21.56,0.1296,33.72,10.59,1.22,0.1,8,0
3102,570230,222.82124308,-0.52592573,222.82124308,-0.52592573,18.829,18.827,0.04371,0.04297,-17.66,1.73,21.74,22.86,24.49,0.3848,170.84,8.91,0.8,0.189,3,0
3103,49942,223.2420891,-0.63064728,223.2420891,-0.63064728,16.881,16.913,0.07816,0.07741,-20.95,3.91,20.29,21.41,23.04,0.7754,23.959991,10.63,1.39,0.201,3,0
3104,377666,138.490011,1.66014216,138.490011,1.66014216,15.275,15.198,0.0566,0.05548,-21.9,4.3,19.52,20.64,22.27,0.5604,168.26,10.98,1.31,0.136,8,0
3105,319854,216.03850696,1.89881796,216.03850696,1.89881796,15.71,15.596,0.05481,0.05396,-21.42,7.52,20.56,21.69,23.31,0.7348,172.08,10.67,1.14,0.127,8,0
3106,535130,176.67332868,-0.95946099,176.67332868,-0.95946099,18.519,17.623,0.09237,0.09105,-20.8,2.82,21.79,22.91,24.53,0.552,149.43,10.91,1.64,0.075,8,1
3107,230797,181.15316312,1.91898482,181.15316312,1.91898482,17.852,17.827,0.02145,0.01966,-17.03,0.95,19.69,20.81,22.43,0.0549,130.70001,8.94,1.13,0.101,8,0
3108,517273,131.66885877,2.40802114,131.66885877,2.40802114,15.249,15.177,0.01383,0.01326,-18.71,3.83,19.64,20.76,22.39,0.3965,26.169998,9.16,0.56,0.192,8,0
3109,210070,136.50002678,0.00903205,136.50002678,0.00903205,17.401,17.379,0.05996,0.05886,-19.8,1.03,19.51,20.63,22.26,0.0132,1.5799866,9.82,0.89,0.141,3,0
3110,272443,179.49493357,1.36891024,179.49493357,1.36891024,15.733,15.73,0.07958,0.07829,-22.16,5.98,20.8,21.92,23.55,0.4775,133.25,11.01,1.28,0.066,8,0
3111,300658,130.29029497,1.02710829,130.29029497,1.02710829,16.709,16.501,0.08587,0.08482,-21.55,2.23,20.19,21.31,22.94,0.2383,87.20999,10.74,1.25,0.161,3,0
3112,375531,129.7108753,1.40502449,129.7108753,1.40502449,15.873,15.454,0.03001,0.02903,-20.12,5.64,20.54,21.66,23.28,0.592,10.160004,9.45,0.24,0.209,8,0
3113,48833,218.78911275,-0.64315902,218.78911275,-0.64315902,16.705,16.637,0.10772,0.10686,-22.02,3.8,20.81,21.93,23.56,0.5081,169.89,11.04,1.44,0.138,4,0
3114,99348,182.45975023,0.88308467,182.45975023,0.88308467,16.032,16.095,0.07851,0.07724,-21.77,4.95,20.87,21.99,23.62,0.4174,173.20999,10.79,1.19,0.116,3,0
3115,460307,211.57807465,-1.70031831,211.57807465,-1.70031831,18.285,18.294,0.03506,0.03414,-17.65,0.92,19.79,20.92,22.54,0.3407,112.5,8.88,0.77,0.207,3,0
3116,40110,179.74557624,-0.73439692,179.74557624,-0.73439692,16.796,16.804,0.08284,0.08154,-21.15,2.32,20.37,21.49,23.12,0.187,124.14,10.62,1.3,0.093,3,0
3117,320072,216.89960305,1.87857453,216.89960305,1.87857453,17.565,17.554,0.02536,0.02451,-17.65,2.61,20.92,22.04,23.67,0.4751,9.380005,8.81,0.67,0.112,8,0
3118,595060,223.37383729,-0.2084369,223.37383729,-0.2084369,15.58,15.544,0.04515,0.04442,-20.99,4.23,20.59,21.71,23.34,0.0821,80.95999,10.29,0.87,0.207,8,0
3119,143736,177.28799333,-1.36243627,177.28799333,-1.36243627,16.042,15.958,0.08242,0.08111,-22.01,4.49,20.14,21.26,22.89,0.6303,107.05,10.96,1.3,0.079,8,0
3120,93816,222.5180405,0.554961,222.5180405,0.554961,18.769,18.788,0.04156,0.04082,-17.52,1.02,20.85,21.98,23.6,0.0285,136.5,8.97,0.96,0.174,3,6
3121,279880,139.84028178,1.07498141,139.84028178,1.07498141,17.274,17.279,0.08933,0.08816,-20.87,3.36,21.12,22.24,23.87,0.5019,73.04001,10.42,1.19,0.095,3,0
3122,22741,178.90394842,1.23717468,178.90394842,1.23717468,13.583,13.282,0.00845,0.00635,-19.52,39.86,22.6,23.72,25.35,0.5622,108.659996,9.67,0.77,0.079,8,0
3123,493411,220.81633653,-1.28405135,220.81633653,-1.28405135,17.284,17.312,0.04194,0.04117,-19.04,12.91,23.9,25.03,26.66,0.3616,86.350006,9.34,0.65,0.16,8,0
3124,372345,135.42749074,1.05153786,135.42749074,1.05153786,15.883,15.904,0.07155,0.07045,-21.73,5.57,20.66,21.79,23.42,0.6057,149.39,10.76,1.15,0.177,3,0
3125,198307,138.94129883,-0.80737711,138.94129883,-0.80737711,19.064,18.113,0.05449,0.05336,-19.27,5.09,23.35,24.48,26.1,0.5561,166.36,10.4,1.71,0.143,8,1
3126,484621,211.63321006,-1.96885328,211.63321006,-1.96885328,15.123,15.133,0.03609,0.03517,-20.9,3.96,20.05,21.18,22.8,0.1348,14.450012,10.38,1.02,0.245,8,0
3127,64010,217.88921987,-0.20997054,217.88921987,-0.20997054,17.344,17.247,0.08468,0.08383,-20.79,4.76,21.27,22.39,24.02,0.7327,62.839996,10.37,1.15,0.16,3,0
